Claim,Claim Count,Issue
against Donald Trump; for women's rights; for reproductive rights; for LGBTQ+ rights; for immigrants' rights; for climate action; for fair wages; against gun violence; for restoring expanded federal Child Tax Credit; for freedom; for decarceration,0,Immigration
against Donald Trump; for women's rights; for reproductive rights; for LGBTQ+ rights; for immigrants' rights; for climate action; for fair wages; against gun violence; for restoring expanded federal Child Tax Credit; for freedom; for decarceration,0,LGBTplus
against Donald Trump; for women's rights; for reproductive rights; for LGBTQ+ rights; for immigrants' rights; for climate action; for fair wages; against gun violence; for restoring expanded federal Child Tax Credit; for freedom; for decarceration,0,Gun Control
against genocide in Gaza; against Israel's attacks on Lebanon; for arms embargo on Israel; in support of BDS movement; for Palestinian liberation,0,Gaza
for permanent ceasefire in Gaza; for Palestinian liberation,0,Gaza
for ceasefire in Gaza; for humanitarian aid to Gaza; for full hostage exchange; for ending Israel's occupation; for diplomacy; for justice and equality and freedom for Israelis and Palestinians,0,Gaza
against Donald Trump; against white supremacy; against fascism; for workers' rights,0,Workers
in celebration of Palestinian resistance; against genocide in Gaza; against Zionism; for Palestinian liberation,0,Gaza
against genocide in Gaza; for immediate and permanent ceasefire in Gaza; for freeing all Israeli and Palestinian prisoners and hostages; for ending Israel's siege on Gaza and settler violence in the West Bank; for Palestinian liberation; for building community in Durango,0,Gaza
in remembrance of Tawfic Abdeljabbar and all Palestinians killed by Israeli forces; for Palestinian liberation and return,0,Gaza
for Palestinian liberation; for Indigenous peoples' solidarity,0,Gaza
for peace in Gaza; for Palestinian liberation,0,Gaza
for peace; for ceasefire in Gaza,0,Gaza
for peace; for gun control; for climate action,0,Environment
for peace; for gun control; for climate action,0,Gun Control
against genocide in Gaza; for ceasefire in Gaza; for Palestinian liberation,0,Gaza
for bilateral ceasefire in Gaza; for release of all hostages held by Hamas and Israel; for Israel prime minister Benjamin Netanyahu's resignation; for humanitarian aid to Gaza; against starvation in Gaza; for lifting Israel's siege on Gaza; for ending Israel's occupation; for Palestinian liberation,0,Gaza
for women's rights; for reproductive rights;,0,Abortion
for permanent ceasefire in Gaza; against genocide and occupation; for Palestinian liberation,0,Gaza
against genocide in Gaza; for Palestinian liberation; for collective liberation; against imperialism,0,Gaza
in remembrance of Palestinian children killed in Gaza; against genocide in Gaza; against Israeli occupation and apartheid; for Palestinian liberation,0,Gaza
against Donald Trump's agenda; for workers' rights; for immigrant rights; for environmental justice; against genocide in Gaza; for Palestinian liberation; against militarism and imperialism; against capitalism; against U.S. occupation of Korea; for disability rights,0,Environment
against Donald Trump's agenda; for workers' rights; for immigrant rights; for environmental justice; against genocide in Gaza; for Palestinian liberation; against militarism and imperialism; against capitalism; against U.S. occupation of Korea; for disability rights,0,Gaza
against Donald Trump's agenda; for workers' rights; for immigrant rights; for environmental justice; against genocide in Gaza; for Palestinian liberation; against militarism and imperialism; against capitalism; against U.S. occupation of Korea; for disability rights,0,Workers
against Donald Trump's agenda; for workers' rights; for immigrant rights; for environmental justice; against genocide in Gaza; for Palestinian liberation; against militarism and imperialism; against capitalism; against U.S. occupation of Korea; for disability rights,0,Immigration
for immediate ceasefire in Gaza; for peace; for Palestinian liberation,0,Gaza
against genocide and displacement in Gaza; for accountability for war crimes in Gaza; for arms embargo on Israel; for humanitarian aid to Gaza; for unrestricted access to Gaza by healthcare workers and journalists; for Palestinian liberation,0,Gaza
against genocide and displacement in Gaza; for accountability for war crimes in Gaza; for arms embargo on Israel; for humanitarian aid to Gaza; for unrestricted access to Gaza by healthcare workers and journalists; for Palestinian liberation,0,Workers
against genocide and displacement in Gaza; for accountability for war crimes in Gaza; for arms embargo on Israel; for humanitarian aid to Gaza; for unrestricted access to Gaza by healthcare workers and journalists; for Palestinian liberation,0,Healthcare
for ceasefire in Gaza; against U.S. support for Israel's attack on Gaza; for Palestinian liberation,0,Gaza
in remembrance of Chris DeArman; against deaths in police custody; against racism,0,Racial Justice
against systemic racism; for equal justice for all,0,Racial Justice
for immediate and permanent ceasefire in Gaza; against genocide in Gaza; against conflation of opposition to genocide with antisemitism; for Palestinian liberation,0,Gaza
against genocide in Gaza; for ending U.S. aid to Israel; for ceasefire in Gaza; for Palestinian liberation,0,Gaza
against war; against genocide in Gaza; for more funding for social services,0,Gaza
against Donald Trump's agenda; for workers' rights; for immigrant rights; for environmental justice; against genocide in Gaza; for Palestinian liberation; against militarism and imperialism; against capitalism; against racism; in commemoration of Martin Luther King Jr. Day,0,Environment
against Donald Trump's agenda; for workers' rights; for immigrant rights; for environmental justice; against genocide in Gaza; for Palestinian liberation; against militarism and imperialism; against capitalism; against racism; in commemoration of Martin Luther King Jr. Day,0,Gaza
against Donald Trump's agenda; for workers' rights; for immigrant rights; for environmental justice; against genocide in Gaza; for Palestinian liberation; against militarism and imperialism; against capitalism; against racism; in commemoration of Martin Luther King Jr. Day,0,Racial Justice
against Donald Trump's agenda; for workers' rights; for immigrant rights; for environmental justice; against genocide in Gaza; for Palestinian liberation; against militarism and imperialism; against capitalism; against racism; in commemoration of Martin Luther King Jr. Day,0,Workers
in commemoration of Martin Luther King Jr. Day; for peace and kindness; for Palestinian liberation,0,Gaza
against Donald Trump's agenda; for public education; for LGBTQ+ rights; for women's rights; against union-busting; against police brutality; against genocide and war; for more funding for social services; for immigrants' rights,0,Immigration
against Donald Trump's agenda; for public education; for LGBTQ+ rights; for women's rights; against union-busting; against police brutality; against genocide and war; for more funding for social services; for immigrants' rights,0,LGBTplus
